Id,Street Name,Directions,Day,Time,avg(Num of Vehicle)
252,airport blvd,West,Sunday,12:00:00,33.4230769231
253,airport blvd,West,Sunday,13:00:00,35.6153846154
254,airport blvd,West,Sunday,14:00:00,37.1346153846
255,airport blvd,West,Sunday,15:00:00,35.2884615385
256,airport blvd,West,Sunday,16:00:00,29.9615384615
257,airport blvd,West,Sunday,17:00:00,54.2115384615
258,airport blvd,West,Sunday,18:00:00,29.7115384615
259,airport blvd,West,Sunday,19:00:00,29.7884615385
260,airport blvd,West,Sunday,20:00:00,30.3461538462
261,airport blvd,West,Sunday,21:00:00,30.8269230769
262,airport blvd,West,Sunday,22:00:00,28.5961538462
263,airport blvd,West,Sunday,23:00:00,29.5
264,airport blvd,West,Thursday,00:00:00,10.5192307692
265,airport blvd,West,Thursday,01:00:00,8.71153846154
266,airport blvd,West,Thursday,02:00:00,9.80769230769
267,airport blvd,West,Thursday,03:00:00,10.4807692308
268,airport blvd,West,Thursday,04:00:00,11.6923076923
269,airport blvd,West,Thursday,05:00:00,11.4423076923
270,airport blvd,West,Thursday,06:00:00,10.2307692308
271,airport blvd,West,Thursday,07:00:00,30.9423076923
272,airport blvd,West,Thursday,08:00:00,73.9807692308
273,airport blvd,West,Thursday,09:00:00,75.0576923077
274,airport blvd,West,Thursday,10:00:00,28.6538461538
275,airport blvd,West,Thursday,11:00:00,34.0769230769
276,airport blvd,West,Thursday,12:00:00,34.7307692308
277,airport blvd,West,Thursday,13:00:00,34.2884615385
278,airport blvd,West,Thursday,14:00:00,34.3269230769
279,airport blvd,West,Thursday,15:00:00,34.5769230769
280,airport blvd,West,Thursday,16:00:00,30.3846153846
281,airport blvd,West,Thursday,17:00:00,54.5192307692
282,airport blvd,West,Thursday,18:00:00,30.1346153846
283,airport blvd,West,Thursday,19:00:00,30.0769230769
284,airport blvd,West,Thursday,20:00:00,29.3846153846
285,airport blvd,West,Thursday,21:00:00,29.0961538462
286,airport blvd,West,Thursday,22:00:00,29.5
287,airport blvd,West,Thursday,23:00:00,29.0192307692
288,airport blvd,West,Tuesday,00:00:00,9.01923076923
289,airport blvd,West,Tuesday,01:00:00,10.3269230769
290,airport blvd,West,Tuesday,02:00:00,9.25
291,airport blvd,West,Tuesday,03:00:00,10.2884615385
292,airport blvd,West,Tuesday,04:00:00,10.7115384615
293,airport blvd,West,Tuesday,05:00:00,10.1153846154
294,airport blvd,West,Tuesday,06:00:00,10.5961538462
295,airport blvd,West,Tuesday,07:00:00,29.7884615385
296,airport blvd,West,Tuesday,08:00:00,74.5
297,airport blvd,West,Tuesday,09:00:00,75.4615384615
298,airport blvd,West,Tuesday,10:00:00,30.7307692308
299,airport blvd,West,Tuesday,11:00:00,34.7307692308
300,airport blvd,West,Tuesday,12:00:00,35.75
301,airport blvd,West,Tuesday,13:00:00,34.7692307692
302,airport blvd,West,Tuesday,14:00:00,34.1730769231
303,airport blvd,West,Tuesday,15:00:00,34.1923076923
304,airport blvd,West,Tuesday,16:00:00,30.2692307692
305,airport blvd,West,Tuesday,17:00:00,55.6730769231
306,airport blvd,West,Tuesday,18:00:00,30.5961538462
307,airport blvd,West,Tuesday,19:00:00,31.0
308,airport blvd,West,Tuesday,20:00:00,30.5576923077
309,airport blvd,West,Tuesday,21:00:00,30.5961538462
310,airport blvd,West,Tuesday,22:00:00,28.0192307692
311,airport blvd,West,Tuesday,23:00:00,28.9807692308
312,airport blvd,West,Wednesday,00:00:00,10.3461538462
313,airport blvd,West,Wednesday,01:00:00,9.38461538462
314,airport blvd,West,Wednesday,02:00:00,8.82692307692
315,airport blvd,West,Wednesday,03:00:00,10.6730769231
316,airport blvd,West,Wednesday,04:00:00,8.80769230769
317,airport blvd,West,Wednesday,05:00:00,9.65384615385
318,airport blvd,West,Wednesday,06:00:00,10.6346153846
319,airport blvd,West,Wednesday,07:00:00,30.0192307692
320,airport blvd,West,Wednesday,08:00:00,76.3076923077
321,airport blvd,West,Wednesday,09:00:00,77.3269230769
322,airport blvd,West,Wednesday,10:00:00,31.0
323,airport blvd,West,Wednesday,11:00:00,34.9423076923
324,airport blvd,West,Wednesday,12:00:00,33.9807692308
325,airport blvd,West,Wednesday,13:00:00,34.0384615385
326,airport blvd,West,Wednesday,14:00:00,34.6153846154
327,airport blvd,West,Wednesday,15:00:00,33.9615384615
328,airport blvd,West,Wednesday,16:00:00,30.9423076923
329,airport blvd,West,Wednesday,17:00:00,54.1923076923
330,airport blvd,West,Wednesday,18:00:00,29.7307692308
331,airport blvd,West,Wednesday,19:00:00,30.6923076923
332,airport blvd,West,Wednesday,20:00:00,30.0
333,airport blvd,West,Wednesday,21:00:00,29.6923076923
334,airport blvd,West,Wednesday,22:00:00,29.8076923077
335,airport blvd,West,Wednesday,23:00:00,29.5576923077
336,alum rock falls rd,East,Friday,00:00:00,9.7358490566
337,alum rock falls rd,East,Friday,01:00:00,9.15094339623
338,alum rock falls rd,East,Friday,02:00:00,11.0
339,alum rock falls rd,East,Friday,03:00:00,10.3018867925
340,alum rock falls rd,East,Friday,04:00:00,8.43396226415
341,alum rock falls rd,East,Friday,05:00:00,11.4716981132
342,alum rock falls rd,East,Friday,06:00:00,10.2641509434
343,alum rock falls rd,East,Friday,07:00:00,30.358490566
344,alum rock falls rd,East,Friday,08:00:00,55.4150943396
345,alum rock falls rd,East,Friday,09:00:00,55.2075471698
346,alum rock falls rd,East,Friday,10:00:00,30.641509434
347,alum rock falls rd,East,Friday,11:00:00,35.320754717
348,alum rock falls rd,East,Friday,12:00:00,34.7547169811
349,alum rock falls rd,East,Friday,13:00:00,37.0188679245
350,alum rock falls rd,East,Friday,14:00:00,35.6603773585
351,alum rock falls rd,East,Friday,15:00:00,35.8113207547
352,alum rock falls rd,East,Friday,16:00:00,29.9811320755
353,alum rock falls rd,East,Friday,17:00:00,75.320754717
354,alum rock falls rd,East,Friday,18:00:00,29.2830188679
355,alum rock falls rd,East,Friday,19:00:00,29.1509433962
356,alum rock falls rd,East,Friday,20:00:00,30.3018867925
357,alum rock falls rd,East,Friday,21:00:00,29.3018867925
358,alum rock falls rd,East,Friday,22:00:00,29.3962264151
359,alum rock falls rd,East,Friday,23:00:00,29.8113207547
360,alum rock falls rd,East,Monday,00:00:00,10.4615384615
361,alum rock falls rd,East,Monday,01:00:00,9.34615384615
362,alum rock falls rd,East,Monday,02:00:00,9.17307692308
363,alum rock falls rd,East,Monday,03:00:00,10.4423076923
364,alum rock falls rd,East,Monday,04:00:00,10.8461538462
365,alum rock falls rd,East,Monday,05:00:00,9.88461538462
366,alum rock falls rd,East,Monday,06:00:00,10.5192307692
367,alum rock falls rd,East,Monday,07:00:00,29.4230769231
368,alum rock falls rd,East,Monday,08:00:00,53.9615384615
369,alum rock falls rd,East,Monday,09:00:00,55.1730769231
370,alum rock falls rd,East,Monday,10:00:00,29.0192307692
371,alum rock falls rd,East,Monday,11:00:00,34.9423076923
372,alum rock falls rd,East,Monday,12:00:00,34.4615384615
373,alum rock falls rd,East,Monday,13:00:00,34.0576923077
374,alum rock falls rd,East,Monday,14:00:00,34.5961538462
375,alum rock falls rd,East,Monday,15:00:00,35.0384615385
376,alum rock falls rd,East,Monday,16:00:00,29.8461538462
377,alum rock falls rd,East,Monday,17:00:00,75.5
378,alum rock falls rd,East,Monday,18:00:00,30.2307692308
379,alum rock falls rd,East,Monday,19:00:00,29.75
380,alum rock falls rd,East,Monday,20:00:00,30.6730769231
381,alum rock falls rd,East,Monday,21:00:00,30.6346153846
382,alum rock falls rd,East,Monday,22:00:00,29.3653846154
383,alum rock falls rd,East,Monday,23:00:00,28.1923076923
384,alum rock falls rd,East,Saturday,00:00:00,9.39622641509
385,alum rock falls rd,East,Saturday,01:00:00,10.5849056604
386,alum rock falls rd,East,Saturday,02:00:00,8.58490566038
387,alum rock falls rd,East,Saturday,03:00:00,8.92452830189
388,alum rock falls rd,East,Saturday,04:00:00,9.35849056604
389,alum rock falls rd,East,Saturday,05:00:00,10.0
390,alum rock falls rd,East,Saturday,06:00:00,10.9433962264
391,alum rock falls rd,East,Saturday,07:00:00,30.0566037736
392,alum rock falls rd,East,Saturday,08:00:00,55.679245283
393,alum rock falls rd,East,Saturday,09:00:00,53.2264150943
394,alum rock falls rd,East,Saturday,10:00:00,29.5283018868
395,alum rock falls rd,East,Saturday,11:00:00,34.3773584906
396,alum rock falls rd,East,Saturday,12:00:00,34.8490566038
397,alum rock falls rd,East,Saturday,13:00:00,35.5094339623
398,alum rock falls rd,East,Saturday,14:00:00,33.6981132075
399,alum rock falls rd,East,Saturday,15:00:00,34.4528301887
400,alum rock falls rd,East,Saturday,16:00:00,30.1698113208
401,alum rock falls rd,East,Saturday,17:00:00,76.2264150943
402,alum rock falls rd,East,Saturday,18:00:00,30.7735849057
403,alum rock falls rd,East,Saturday,19:00:00,30.2452830189
404,alum rock falls rd,East,Saturday,20:00:00,30.2830188679
405,alum rock falls rd,East,Saturday,21:00:00,29.4905660377
406,alum rock falls rd,East,Saturday,22:00:00,31.7547169811
407,alum rock falls rd,East,Saturday,23:00:00,29.7924528302
408,alum rock falls rd,East,Sunday,00:00:00,9.92307692308
409,alum rock falls rd,East,Sunday,01:00:00,10.1346153846
410,alum rock falls rd,East,Sunday,02:00:00,9.98076923077
411,alum rock falls rd,East,Sunday,03:00:00,10.7884615385
412,alum rock falls rd,East,Sunday,04:00:00,10.9423076923
413,alum rock falls rd,East,Sunday,05:00:00,11.2692307692
414,alum rock falls rd,East,Sunday,06:00:00,8.80769230769
415,alum rock falls rd,East,Sunday,07:00:00,31.0
416,alum rock falls rd,East,Sunday,08:00:00,55.1730769231
417,alum rock falls rd,East,Sunday,09:00:00,55.2307692308
418,alum rock falls rd,East,Sunday,10:00:00,28.5576923077
419,alum rock falls rd,East,Sunday,11:00:00,34.1153846154
420,alum rock falls rd,East,Sunday,12:00:00,33.7115384615
421,alum rock falls rd,East,Sunday,13:00:00,35.2692307692
422,alum rock falls rd,East,Sunday,14:00:00,35.9230769231
423,alum rock falls rd,East,Sunday,15:00:00,32.9807692308
424,alum rock falls rd,East,Sunday,16:00:00,30.7307692308
425,alum rock falls rd,East,Sunday,17:00:00,75.7115384615
426,alum rock falls rd,East,Sunday,18:00:00,30.6730769231
427,alum rock falls rd,East,Sunday,19:00:00,28.1730769231
428,alum rock falls rd,East,Sunday,20:00:00,28.9807692308
429,alum rock falls rd,East,Sunday,21:00:00,29.5384615385
430,alum rock falls rd,East,Sunday,22:00:00,29.4615384615
431,alum rock falls rd,East,Sunday,23:00:00,28.5961538462
432,alum rock falls rd,East,Thursday,00:00:00,10.6730769231
433,alum rock falls rd,East,Thursday,01:00:00,8.98076923077
434,alum rock falls rd,East,Thursday,02:00:00,10.1153846154
435,alum rock falls rd,East,Thursday,03:00:00,9.80769230769
436,alum rock falls rd,East,Thursday,04:00:00,9.42307692308
437,alum rock falls rd,East,Thursday,05:00:00,9.36538461538
438,alum rock falls rd,East,Thursday,06:00:00,11.6538461538
439,alum rock falls rd,East,Thursday,07:00:00,30.0576923077
440,alum rock falls rd,East,Thursday,08:00:00,56.4615384615
441,alum rock falls rd,East,Thursday,09:00:00,56.5769230769
442,alum rock falls rd,East,Thursday,10:00:00,29.4807692308
443,alum rock falls rd,East,Thursday,11:00:00,36.3461538462
444,alum rock falls rd,East,Thursday,12:00:00,34.8269230769
445,alum rock falls rd,East,Thursday,13:00:00,36.7884615385
446,alum rock falls rd,East,Thursday,14:00:00,34.3461538462
447,alum rock falls rd,East,Thursday,15:00:00,36.3076923077
448,alum rock falls rd,East,Thursday,16:00:00,28.7115384615
449,alum rock falls rd,East,Thursday,17:00:00,74.3846153846
450,alum rock falls rd,East,Thursday,18:00:00,30.2692307692
451,alum rock falls rd,East,Thursday,19:00:00,29.0
452,alum rock falls rd,East,Thursday,20:00:00,30.1538461538
453,alum rock falls rd,East,Thursday,21:00:00,29.7115384615
454,alum rock falls rd,East,Thursday,22:00:00,29.6730769231
455,alum rock falls rd,East,Thursday,23:00:00,28.5769230769
456,alum rock falls rd,East,Tuesday,00:00:00,8.75
457,alum rock falls rd,East,Tuesday,01:00:00,10.0192307692
458,alum rock falls rd,East,Tuesday,02:00:00,10.8653846154
459,alum rock falls rd,East,Tuesday,03:00:00,10.1730769231
460,alum rock falls rd,East,Tuesday,04:00:00,8.98076923077
461,alum rock falls rd,East,Tuesday,05:00:00,9.67307692308
462,alum rock falls rd,East,Tuesday,06:00:00,10.6538461538
463,alum rock falls rd,East,Tuesday,07:00:00,30.0384615385
464,alum rock falls rd,East,Tuesday,08:00:00,55.4615384615
465,alum rock falls rd,East,Tuesday,09:00:00,55.0961538462
466,alum rock falls rd,East,Tuesday,10:00:00,30.5961538462
467,alum rock falls rd,East,Tuesday,11:00:00,35.9038461538
468,alum rock falls rd,East,Tuesday,12:00:00,34.75
469,alum rock falls rd,East,Tuesday,13:00:00,36.4615384615
470,alum rock falls rd,East,Tuesday,14:00:00,34.4038461538
471,alum rock falls rd,East,Tuesday,15:00:00,33.1730769231
472,alum rock falls rd,East,Tuesday,16:00:00,30.1153846154
473,alum rock falls rd,East,Tuesday,17:00:00,75.3846153846
474,alum rock falls rd,East,Tuesday,18:00:00,29.0384615385
475,alum rock falls rd,East,Tuesday,19:00:00,30.3846153846
476,alum rock falls rd,East,Tuesday,20:00:00,30.5961538462
477,alum rock falls rd,East,Tuesday,21:00:00,30.6923076923
478,alum rock falls rd,East,Tuesday,22:00:00,31.1730769231
479,alum rock falls rd,East,Tuesday,23:00:00,29.9230769231
480,alum rock falls rd,East,Wednesday,00:00:00,10.4423076923
481,alum rock falls rd,East,Wednesday,01:00:00,10.5
482,alum rock falls rd,East,Wednesday,02:00:00,10.8461538462
483,alum rock falls rd,East,Wednesday,03:00:00,9.40384615385
484,alum rock falls rd,East,Wednesday,04:00:00,9.40384615385
485,alum rock falls rd,East,Wednesday,05:00:00,10.3846153846
